,work_year,experience_level,employment_type,job_title,salary,remote_ratio,company_location,company_size
488,2022,MI,FL,Data Scientist,100000,100,US,M
489,2022,EN,CT,Applied Machine Learning Scientist,31875,100,CZ,M
490,2022,SE,FT,Head of Data,200000,100,US,M
491,2022,MI,FT,Principal Data Analyst,75000,100,CA,S
492,2022,MI,FT,Data Scientist,35590,100,PL,L
493,2022,SE,FT,Machine Learning Developer,78791,100,CA,M
494,2022,SE,FT,Data Scientist,100000,100,US,M
495,2022,MI,FT,Machine Learning Scientist,153000,50,US,M
496,2022,EN,FT,Data Engineer,58035,100,DE,M
497,2022,SE,FT,Data Scientist,165000,100,US,M
498,2022,SE,FT,Research Scientist,93427,50,FR,L
499,2022,EN,FT,Data Scientist,52396,100,CA,L
500,2022,SE,FT,Machine Learning Engineer,62651,100,NL,L
501,2022,MI,FT,Head of Data,32974,100,EE,S
502,2022,EN,FT,Data Scientist,40000,100,MY,L
503,2022,MI,FT,Machine Learning Engineer,87425,100,AU,L
504,2022,SE,FT,Data Engineer,115000,100,US,M
505,2022,EN,FT,Data Scientist,86703,50,AU,M
506,2022,MI,FT,Applied Machine Learning Scientist,75000,100,US,L
507,2022,MI,FT,Research Scientist,64849,0,AT,L
508,2022,EN,FT,Research Scientist,120000,100,US,L
509,2022,MI,FT,Applied Data Scientist,157000,100,US,L
510,2022,EN,FT,Computer Vision Software Engineer,150000,100,AU,S
511,2022,MI,FT,Business Data Analyst,70912,50,CA,L
512,2022,EN,FT,Data Engineer,65000,100,US,S
513,2022,SE,FT,Machine Learning Engineer,71444,100,IE,S
514,2022,EN,FT,Data Analytics Engineer,20000,0,PK,M
515,2022,MI,FT,Data Scientist,48000,100,US,S
516,2022,SE,FT,Data Science Manager,152500,100,US,M
517,2022,MI,FT,Data Engineer,68147,100,FR,M
518,2022,MI,FT,Data Scientist,122346,0,CH,L
519,2022,SE,FT,Applied Data Scientist,380000,100,US,L
520,2022,MI,FT,Data Scientist,69336,100,CA,M
521,2022,EN,FT,Computer Vision Engineer,10000,100,LU,M
522,2022,MI,FT,Data Analyst,20000,100,GR,S
523,2022,SE,FT,Data Analytics Lead,405000,100,US,L
524,2022,MI,FT,Data Scientist,135000,100,US,L
525,2022,SE,FT,Applied Data Scientist,177000,100,US,L
526,2022,MI,FT,Data Scientist,78000,100,US,M
527,2022,SE,FT,Data Analyst,135000,100,US,M
528,2022,SE,FT,Data Analyst,100000,100,US,M
529,2022,SE,FT,Data Analyst,90320,100,US,M
530,2022,MI,FT,Data Analyst,85000,0,CA,M
531,2022,MI,FT,Data Analyst,75000,0,CA,M
532,2022,SE,FT,Machine Learning Engineer,214000,100,US,M
533,2022,SE,FT,Machine Learning Engineer,192600,100,US,M
534,2022,SE,FT,Data Architect,266400,100,US,M
535,2022,SE,FT,Data Architect,213120,100,US,M
536,2022,SE,FT,Data Analyst,112900,100,US,M
537,2022,SE,FT,Data Engineer,155000,100,US,M
538,2022,MI,FT,Data Scientist,141300,0,US,M
539,2022,MI,FT,Data Scientist,102100,0,US,M
540,2022,SE,FT,Data Analyst,115934,100,US,M
541,2022,SE,FT,Data Analyst,81666,100,US,M
542,2022,MI,FT,Data Engineer,206699,0,US,M
543,2022,MI,FT,Data Engineer,99100,0,US,M
544,2022,SE,FT,Data Engineer,130000,100,US,M
545,2022,SE,FT,Data Engineer,115000,100,US,M
546,2022,SE,FT,Data Engineer,110500,100,US,M
547,2022,SE,FT,Data Engineer,130000,100,US,M
548,2022,SE,FT,Data Analyst,99050,100,US,M
549,2022,SE,FT,Data Engineer,160000,100,US,M
550,2022,SE,FT,Data Scientist,205300,0,US,L
551,2022,SE,FT,Data Scientist,140400,0,US,L
552,2022,SE,FT,Data Scientist,176000,100,US,M
553,2022,SE,FT,Data Scientist,144000,100,US,M
554,2022,SE,FT,Data Engineer,200100,100,US,M
555,2022,SE,FT,Data Engineer,160000,100,US,M
556,2022,SE,FT,Data Engineer,145000,100,US,M
557,2022,SE,FT,Data Engineer,70500,0,US,M
558,2022,SE,FT,Data Scientist,205300,0,US,M
559,2022,SE,FT,Data Scientist,140400,0,US,M
560,2022,SE,FT,Analytics Engineer,205300,0,US,M
561,2022,SE,FT,Analytics Engineer,184700,0,US,M
562,2022,SE,FT,Data Engineer,175100,100,US,M
563,2022,SE,FT,Data Engineer,140250,100,US,M
564,2022,SE,FT,Data Analyst,116150,100,US,M
565,2022,SE,FT,Data Engineer,54000,0,US,M
566,2022,SE,FT,Data Analyst,170000,100,US,M
567,2022,MI,FT,Data Analyst,65438,0,GB,M
568,2022,SE,FT,Data Analyst,80000,100,US,M
569,2022,SE,FT,Data Scientist,140000,100,US,M
570,2022,SE,FT,Data Scientist,210000,100,US,M
571,2022,SE,FT,Data Scientist,140000,100,US,M
572,2022,SE,FT,Data Analyst,100000,100,US,M
573,2022,SE,FT,Data Analyst,69000,100,US,M
574,2022,SE,FT,Data Scientist,210000,100,US,M
575,2022,SE,FT,Data Scientist,140000,100,US,M
576,2022,SE,FT,Data Scientist,210000,100,US,M
577,2022,SE,FT,Data Analyst,150075,100,US,M
578,2022,SE,FT,Data Engineer,100000,100,US,M
579,2022,SE,FT,Data Engineer,25000,100,US,M
580,2022,SE,FT,Data Analyst,126500,100,US,M
581,2022,SE,FT,Data Analyst,106260,100,US,M
582,2022,SE,FT,Data Engineer,220110,100,US,M
583,2022,SE,FT,Data Engineer,160080,100,US,M
584,2022,SE,FT,Data Analyst,105000,100,US,M
585,2022,SE,FT,Data Analyst,110925,100,US,M
586,2022,MI,FT,Data Analyst,45807,0,GB,M
587,2022,SE,FT,Data Scientist,140000,100,US,M
588,2022,SE,FT,Data Analyst,99000,0,US,M
589,2022,SE,FT,Data Analyst,60000,100,US,M
590,2022,SE,FT,Data Architect,192564,100,US,M
591,2022,SE,FT,Data Architect,144854,100,US,M
592,2022,SE,FT,Data Scientist,230000,100,US,M
593,2022,SE,FT,Data Scientist,150000,100,US,M
594,2022,SE,FT,Data Analytics Manager,150260,100,US,M
595,2022,SE,FT,Data Analytics Manager,109280,100,US,M
596,2022,SE,FT,Data Scientist,210000,100,US,M
597,2022,SE,FT,Data Analyst,170000,100,US,M
598,2022,MI,FT,Data Scientist,160000,100,US,M
599,2022,MI,FT,Data Scientist,130000,100,US,M
600,2022,EN,FT,Data Analyst,67000,0,CA,M
601,2022,EN,FT,Data Analyst,52000,0,CA,M
602,2022,SE,FT,Data Engineer,154000,100,US,M
603,2022,SE,FT,Data Engineer,126000,100,US,M
604,2022,SE,FT,Data Analyst,129000,0,US,M
605,2022,SE,FT,Data Analyst,150000,100,US,M
606,2022,MI,FT,AI Scientist,200000,100,US,L
